6.36997E-07,6.25097E-07,6.23697E-07,6.27897E-07,6.29997E-07
7.16796E-07,6.94396E-07,6.95096E-07,7.00696E-07,6.97896E-07
6.88796E-07,6.69197E-07,6.68497E-07,6.74097E-07,6.71297E-07
6.73397E-07,6.59397E-07,6.57297E-07,6.56597E-07,6.57997E-07
6.62897E-07,6.47497E-07,6.40497E-07,6.48897E-07,6.55197E-07
6.63597E-07,6.41197E-07,6.40497E-07,6.47497E-07,6.41197E-07
6.58697E-07,6.41197E-07,6.37697E-07,6.34897E-07,6.42597E-07
6.51697E-07,6.39097E-07,6.39797E-07,6.36997E-07,6.34897E-07
6.50997E-07,6.32097E-07,6.39097E-07,6.38397E-07,6.39797E-07
6.45397E-07,6.34897E-07,6.27197E-07,6.35597E-07,6.33497E-07
6.49597E-07,6.35597E-07,6.35597E-07,6.33497E-07,6.33497E-07
6.47497E-07,6.34897E-07,6.29297E-07,6.36297E-07,6.34197E-07
6.41197E-07,6.31397E-07,6.32797E-07,6.32797E-07,6.27897E-07
6.42597E-07,6.29997E-07,6.29997E-07,6.28597E-07,6.33497E-07
6.41897E-07,6.30697E-07,6.31397E-07,6.29997E-07,6.29997E-07
6.41197E-07,6.28597E-07,6.30697E-07,6.27897E-07,6.29297E-07
6.46797E-07,6.32797E-07,6.29997E-07,6.29297E-07,6.30697E-07
6.48197E-07,6.32097E-07,6.29297E-07,6.30697E-07,6.27897E-07
6.41897E-07,6.32797E-07,6.26497E-07,6.32097E-07,6.30697E-07
6.40497E-07,6.32097E-07,6.24397E-07,6.25097E-07,6.31397E-07
6.44697E-07,6.33497E-07,6.32797E-07,6.32097E-07,6.32097E-07
6.44697E-07,6.30697E-07,6.29997E-07,6.26497E-07,6.25097E-07
6.43997E-07,6.30697E-07,6.32797E-07,6.30697E-07,6.32097E-07
6.43297E-07,6.41197E-07,6.32097E-07,6.35597E-07,6.35597E-07
6.44697E-07,6.34897E-07,6.30697E-07,6.42597E-07,6.41897E-07
6.43997E-07,6.40497E-07,6.32097E-07,6.38397E-07,6.39097E-07
6.55197E-07,6.36997E-07,6.32097E-07,6.44697E-07,6.36297E-07
6.57297E-07,6.45397E-07,6.41197E-07,6.46097E-07,6.40497E-07
6.51697E-07,6.44697E-07,6.41197E-07,6.46097E-07,6.50297E-07
6.53797E-07,6.48197E-07,6.43997E-07,6.48897E-07,6.52397E-07
